ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score_sum,Score_weightedAvg,Score_weightedStdDev,Q1.1,Q1.2,Q1.2_TEXT,Q1.3,Q1.3_TEXT,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_8_TEXT,Q2.2_x35,Q2.2_x4,Q2.2_x6,Q2.2_x25,Q2.2_x13,Q2.2_x2,Q2.2_x3,Q2.2_x15,Q2.2_x15_TEXT,Q2.3_x35,Q2.3_x4,Q2.3_x6,Q2.3_x25,Q2.3_x13,Q2.3_x2,Q2.3_x3,Q2.3_x15,Q2.3_x15_TEXT,Q3.1_1_35,Q3.1_2_35,Q3.1_3_35,Q3.1_4_35,Q3.1_5_35,Q3.2_35,Q3.1_1_4,Q3.1_2_4,Q3.1_3_4,Q3.1_4_4,Q3.1_5_4,Q3.2_4,Q3.1_1_6,Q3.1_2_6,Q3.1_3_6,Q3.1_4_6,Q3.1_5_6,Q3.2_6,Q3.1_1_25,Q3.1_2_25,Q3.1_3_25,Q3.1_4_25,Q3.1_5_25,Q3.2_25,Q3.1_1_13,Q3.1_2_13,Q3.1_3_13,Q3.1_4_13,Q3.1_5_13,Q3.2_13,Q3.1_1_2,Q3.1_2_2,Q3.1_3_2,Q3.1_4_2,Q3.1_5_2,Q3.2_2,Q3.1_1_3,Q3.1_2_3,Q3.1_3_3,Q3.1_4_3,Q3.1_5_3,Q3.2_3,Q3.1_1_15,Q3.1_2_15,Q3.1_3_15,Q3.1_4_15,Q3.1_5_15,Q3.2_15,Q4.1,Q4.2,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,LocationLatitude,LocationLongitude,LocationAccuracy
R_d5p4MenqQ40Wrhn,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,35.0,4.375,2.7222627143085005,1,School,Stern,Staff/Administrator, ,1,1,1, , ,1,1, , ,3 years to less than 5 years,Less than 6 months,5 years or more, , ,5 years or more,5 years or more, , ,Daily,Monthly,Daily, , ,Daily,Daily, , ,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,"I am often disatisfied with the amount of times we have issues with the payment gateway, and the lack of communication about those issues.  The other systems work well.",Neutral,Neutral,Neutral,Neutral,Neutral, ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, ,Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, , , , , , , , ,-1
R_2RWzy8C1CVfwZVs,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,15.0,7.5,6.363961030678928,1,University Development and Alumni Relations (UDAR), ,Staff/Administrator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_12nlh5o8LMZttam,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,21.0,3.5,1.51657508881031,1,Information Technology, ,Staff/Administrator, ,1, ,1,1,1, , , , ,5 years or more, ,5 years or more,6 months to less than 2 years,5 years or more, , , , ,Daily, ,Weekly,Once a year,Once a year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2zegBjltqcPlfOB,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,34.0,4.857142857142857,3.2877840272018797,1,Student Services, ,Staff/Administrator, ,1, ,1, ,1, ,1, , ,2 years to less than 3 years, ,2 years to less than 3 years, ,5 years or more, ,5 years or more, , ,Once a year, ,Monthly, ,Weekly, ,Weekly, , ,Dissatisfied,Satisfied,Neutral,Neutral,Dissatisfied,Response time can be improved.  Keep customer aware of request status is essential!, , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Neutral, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, , , , , , , , ,-1
R_V3xIQqL8Ed7bwhX,Default Response Set, ,11/17/2015,11/17/2015, , , , ,1,0,11.0,2.2,0.8366600265340756,1,Finance, ,Staff/Administrator, ,1,1, , , , , , , ,5 years or more,5 years or more, , , , , , , ,Daily,Daily, , , , , , , ,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Response time is notoriously slow.,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"Response time is slow and when problem is resolved, no explanation on what went wrong so the problem won't happen again. Insufficient information provided when fixing problems hence issues/problems occurs frequently with no permanent fix in place. Inability to explain the root of the problem or just lack of knowledge at all.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Dissatisfied,"Response time must improve and knowledge must be shared across so users can understand the workflow, the processes so problems can be lessen and avoided.",1,0,0,7.38,0, , ,-1
R_2qyMLmM6GLXEBHA,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,27.0,6.75,4.5,1,Others,Operations,Staff/Administrator, , , , ,1, , ,1, , , , , ,3 years to less than 5 years, , ,3 years to less than 5 years, , , , , ,Weekly, , ,Weekly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_0HdlKuvaR34dygN,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,21.0,3.5,1.51657508881031,1,Information Technology, ,Staff/Administrator, ,1, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3nB4ScxTfwvuowB,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,28.0,4.666666666666667,2.943920288775949,1,School,GSAS,Staff/Administrator, ,1, ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3sbRTC6F1aOgk3p,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,32.0,5.333333333333333,4.273952113286562,1,Others,Office of the Registrar,Staff/Administrator, ,1, ,1, ,1, ,1, , ,5 years or more, ,5 years or more, ,5 years or more, ,5 years or more, , ,Daily, ,Weekly, ,Daily, ,Once a year, , ,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1jfb4lLNRR3kPgc,Default Response Set, ,11/16/2015,11/16/2015, , , , ,0,0,7.0,2.3333333333333335,1.1547005383792515,1,Finance, ,Staff/Administrator, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_DeDR9AUKTVuK7Sh,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,10.0,3.3333333333333335,0.5773502691896257,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2fevZaKBG943OTg,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,8,10.0,3.3333333333333335,0.5773502691896257,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_A1EjFZfm8ynJGZr,Default Response Set, ,11/10/2015,11/10/2015, , , , ,0,0,23.0,3.2857142857142856,2.0586634591635513,1,Budget & Planning, ,Staff/Administrator, ,1,1,1, ,1, ,1, , ,3 years to less than 5 years,3 years to less than 5 years,5 years or more, ,2 years to less than 3 years, ,3 years to less than 5 years, , ,Monthly,Daily,Weekly, ,Daily, ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_W3DpPaigRaLSKm5,Default Response Set, ,11/16/2015,11/16/2015, , , , ,0,0,15.0,3.0,1.224744871391589,1,Human Resource, ,Staff/Administrator, ,1, ,1, , , , , , ,2 years to less than 3 years, ,2 years to less than 3 years, , , , , , ,Daily, ,Daily, , , , , , ,Neutral,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Data is incomplete/wrong.  Difficult to find information and reporting could be improved., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied, , , , , , , , ,-1
R_1dcNNGHLJl7W3pD,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,17.0,3.4,2.1908902300206643,1,Finance, ,Staff/Administrator, ,1, ,1, , , ,1, , ,5 years or more, ,5 years or more, , , ,5 years or more, , ,Daily, ,Daily, , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2WA1M9ALqMOOb9D,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,8.0,2.6666666666666665,0.5773502691896257,1,Finance, ,Staff/Administrator, , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3LZN9o9tP5WCe3M,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,15.0,3.75,1.5,1,Information Technology, ,Staff/Administrator, , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Very Satisfied, , , , , , , , ,-1
R_2wS4ZGqC9LvFNRt,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,18.0,3.0,2.0976176963403033,1,Budget & Planning, ,Staff/Administrator, ,1,1,1, , , ,1, , ,5 years or more,5 years or more,5 years or more, , , ,2 years to less than 3 years, , ,Weekly,Daily,Monthly, , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_OfAXCJneGujo78l,Default Response Set, ,11/5/2015,11/5/2015, , , , ,0,0,27.0,4.5,2.949576240750525,1,School,Tandon,Staff/Administrator, ,1, ,1,1, , ,1, , ,Less than 6 months, ,6 months to less than 2 years,2 years to less than 3 years, , ,3 years to less than 5 years, , ,Once a year, ,Monthly,Once a year, , ,Weekly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3DvjpAER7cbIeWo,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,30.0,3.75,2.052872551885702,1,Finance, ,Staff/Administrator, ,1,1,1, ,1,1,1, , ,5 years or more,5 years or more,5 years or more, ,6 months to less than 2 years,5 years or more,5 years or more, , ,Weekly,Daily,Monthly, ,Monthly,Monthly,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3nMmqzfm4mg9xf0,Default Response Set, ,11/16/2015,11/16/2015, , , , ,0,0,14.0,4.666666666666667,2.886751345948129,1,Finance, ,Staff/Administrator, , , , , , , , ,1,payment gateway, , , , , , , ,3 years to less than 5 years, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_b2RF5ZP8MBawvbH,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,18.0,3.6,2.1908902300206643,1,Human Resource, ,Staff/Administrator, ,1, ,1, , , ,1, , ,5 years or more, ,5 years or more, , , ,6 months to less than 2 years, , ,Monthly, ,Daily, , , ,Never, , ,Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Mod Track and service link are clunky systems that may make sense to those who manage it but not always user friendly., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2U64s6TRccJLQ16,Default Response Set, ,11/10/2015,11/10/2015, , , , ,0,0,17.0,5.666666666666667,2.309401076758503,1,Project Services Office (PSO), ,Staff/Administrator, , , , , , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2sXskdWmoVgyei4,Default Response Set, ,11/16/2015,11/17/2015, , , , ,0,0,20.0,3.3333333333333335,2.065591117977289,1,Project Services Office (PSO), ,Staff/Administrator, ,1,1,1, , , , , , ,5 years or more,5 years or more,6 months to less than 2 years, , , , , , ,Monthly,Once a year,Monthly, , , , , , ,Satisfied,Neutral,Satisfied,Satisfied,Satisfied, ,Satisfied,Neutral,Satisfied,Satisfied,Very Satisfied, ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied,"We appreciate the transparency and partnership that Sherif is fostering to help make NYU a better place for all of us. We must be better than the finger pointing culture that we have all seen way too much of over the years*, as in the end, we are all on the same team and need to help make each other better.  If we can create a ""safe environment"" where people can share their opinions, be honest when they make a mistake without fear of repercussions, we can make major strides as an organization.

* To clarify, I do not mean to imply that IT is doing the finger pointing, this is a cultural thing that will not be easy to change, but we must try.", , , , , , , ,-1
R_2CkrqgHLMjEJKC6,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,7.0,3.5,0.7071067811865476,1,Human Resource, ,Staff/Administrator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3CVgjI5ReeMrQ7D,Default Response Set, ,11/4/2015,11/4/2015, , , , ,0,0,11.0,2.75,1.707825127659933,1,Abu-Dhabi, ,Staff/Administrator, , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Very Satisfied, , , , , , , , ,-1
R_1qaHKdeHuvITdCT,Default Response Set, ,11/5/2015,11/5/2015, , , , ,0,0,19.0,3.1666666666666665,2.041241452319315,1,Finance, ,Staff/Administrator, ,1,1,1, , , ,1, , ,3 years to less than 5 years,3 years to less than 5 years,2 years to less than 3 years, , , ,2 years to less than 3 years, , ,Weekly,Weekly,Weekly, , , ,Daily, , ,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3NIlZTcTZfnxTBo,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,10.0,2.5,1.0,1,Finance, ,Staff/Administrator, ,1, ,1, , , , , , ,6 months to less than 2 years, ,6 months to less than 2 years, , , , , , ,Daily, ,Weekly, , , , , , ,Neutral,Satisfied,Satisfied,Satisfied,Neutral, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_yUQUHuVjFU4OxCF,Default Response Set, ,11/4/2015,11/5/2015, , , , ,0,0,40.0,4.444444444444445,2.5549516194593154,1,School,Stern,Staff/Administrator, ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_vCWCPUElrRxkbBv,Default Response Set, ,11/16/2015,11/16/2015, , , , ,0,0,6.0,3.0,0.0,1,Finance, ,Staff/Administrator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3QXa4YL0aOynpcO,Default Response Set, ,11/17/2015,11/17/2015, , , , ,0,0,31.0,5.166666666666667,4.070217029430577,1,University Development and Alumni Relations (UDAR), ,Staff/Administrator, ,1,1, , , ,1,1, , ,5 years or more,5 years or more, , , ,5 years or more,5 years or more, , ,Weekly,Never, , , ,Daily,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2DM0QvDZ7txrbft,Default Response Set, ,11/17/2015,11/17/2015, , , , ,0,0,27.0,5.4,4.774934554525329,1,Others,Operations,Staff/Administrator, ,1, ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_0Mqj6wHOWX3iFot,Default Response Set, ,11/9/2015,11/9/2015, , , , ,0,0,24.0,3.4285714285714284,1.8126539343499315,1,Finance, ,Staff/Administrator, ,1, ,1,1, , ,1, , ,5 years or more, ,5 years or more,5 years or more, , ,2 years to less than 3 years, , ,Daily, ,Weekly,Daily, , ,Monthly, , ,Dissatisfied,Dissatisfied,Satisfied,Neutral,Satisfied,applications are slow and not user friendly, , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral, , , , , , , , ,-1
